Temperatura,Vibracion,Uso,RiskScore,Estado_Codigo,Estado_Nombre
66.01,3.03,56.94,0.4785,1,PREVENTIVO
58.97,5.63,85.72,0.6064,2,FALLA_PROBABLE
52.25,4.76,60.41,0.4788,1,PREVENTIVO
58.75,1.5,86.54,0.4626,2,FALLA_PROBABLE
49.68,3.15,45.25,0.3719,1,PREVENTIVO
41.99,3.62,59.52,0.3854,1,PREVENTIVO
69.9,3.07,67.83,0.5267,1,PREVENTIVO
45.05,4.42,60.37,0.4307,1,PREVENTIVO
55.76,2.76,58.98,0.423,1,PREVENTIVO
45.85,5.46,82.05,0.5254,2,FALLA_PROBABLE
49.88,4.85,70.32,0.4949,1,PREVENTIVO
57.95,2.48,51.18,0.4045,1,PREVENTIVO
72.23,2.01,67.76,0.5008,1,PREVENTIVO
74.66,5.99,45.73,0.5973,2,FALLA_PROBABLE
69.47,5.18,80.29,0.6295,2,FALLA_PROBABLE
72.96,4.65,64.46,0.5887,1,PREVENTIVO
76.42,3.04,46.96,0.5059,2,FALLA_PROBABLE
63.64,5.05,56.51,0.5362,2,FALLA_PROBABLE
74.82,3.56,62.68,0.5555,1,PREVENTIVO
46.59,4.99,59.31,0.4557,1,PREVENTIVO
41.84,4.06,67.99,0.4212,1,PREVENTIVO
41.16,4.04,82.52,0.4536,1,PREVENTIVO
68.37,2.06,73.72,0.4984,1,PREVENTIVO
40.46,4.85,72.43,0.4532,1,PREVENTIVO
71.3,3.38,65.85,0.5393,1,PREVENTIVO
72.1,5.11,69.76,0.6136,2,FALLA_PROBABLE
58.51,5.2,59.48,0.5233,2,FALLA_PROBABLE
45.81,2.34,54.02,0.3461,1,PREVENTIVO
54.79,2.35,45.57,0.3702,1,PREVENTIVO
52.08,1.21,53.8,0.3373,1,PREVENTIVO
68.63,2.89,74.73,0.5311,1,PREVENTIVO
51.37,3.55,87.3,0.4992,2,FALLA_PROBABLE
61.78,3.49,72.48,0.5123,1,PREVENTIVO
48.47,2.26,45.81,0.3358,1,PREVENTIVO
52.8,5.14,77.73,0.5383,2,FALLA_PROBABLE
41.72,4.29,63.58,0.4177,1,PREVENTIVO
46.41,4.08,56.62,0.4166,1,PREVENTIVO
64.73,5.04,46.9,0.5174,2,FALLA_PROBABLE
48.86,1.45,84.19,0.4055,1,PREVENTIVO
62.82,4.81,59.28,0.5308,1,PREVENTIVO
50.65,5.21,45.76,0.4499,2,FALLA_PROBABLE
47.27,2.56,46.76,0.3429,1,PREVENTIVO
43.66,4.72,73.59,0.4675,1,PREVENTIVO
57.9,3.66,64.79,0.4797,1,PREVENTIVO
63.17,5.78,49.89,0.5428,2,FALLA_PROBABLE
51.73,3.57,63.29,0.4418,1,PREVENTIVO
50.16,5.55,67.48,0.5136,2,FALLA_PROBABLE
46.04,1.02,67.45,0.3345,1,PREVENTIVO
67.51,5.2,58.76,0.5663,2,FALLA_PROBABLE
64.37,5.37,74.94,0.5971,2,FALLA_PROBABLE
70.63,2.38,69.53,0.5104,1,PREVENTIVO
46.05,4.23,54.45,0.4145,1,PREVENTIVO
76.9,3.15,76.68,0.5864,2,FALLA_PROBABLE
53.7,3.74,75.81,0.489,1,PREVENTIVO
68.76,1.83,63.06,0.4654,1,PREVENTIVO
58.26,5.64,54.02,0.5238,2,FALLA_PROBABLE
72.27,3.22,75.09,0.5617,1,PREVENTIVO
54.59,1.91,70.39,0.4157,1,PREVENTIVO
64.97,4.21,74.3,0.558,1,PREVENTIVO
54.12,5.91,67.77,0.5468,2,FALLA_PROBABLE
73.95,4.82,65.16,0.6014,1,PREVENTIVO
59.02,2.47,51.31,0.41,1,PREVENTIVO
54.5,2.81,59.62,0.4198,1,PREVENTIVO
51.87,4.11,70.53,0.4797,1,PREVENTIVO
40.89,3.1,51.57,0.3419,1,PREVENTIVO
45.07,4.62,54.46,0.4234,1,PREVENTIVO
58.0,3.25,66.61,0.4703,1,PREVENTIVO
62.01,5.9,83.01,0.6242,2,FALLA_PROBABLE
48.66,4.4,69.65,0.4713,1,PREVENTIVO
41.36,5.06,77.81,0.4785,2,FALLA_PROBABLE
56.28,5.12,82.54,0.5669,2,FALLA_PROBABLE
67.15,4.14,64.26,0.5413,1,PREVENTIVO
65.5,3.76,79.83,0.5587,1,PREVENTIVO
77.41,3.9,75.24,0.6118,2,FALLA_PROBABLE
42.68,4.96,63.09,0.4446,1,PREVENTIVO
51.93,2.01,67.57,0.399,1,PREVENTIVO
77.58,5.39,68.42,0.6477,2,FALLA_PROBABLE
63.72,1.2,64.45,0.4217,1,PREVENTIVO
47.98,3.57,60.17,0.4153,1,PREVENTIVO
42.46,3.47,47.5,0.3525,1,PREVENTIVO
62.08,2.85,87.47,0.5287,2,FALLA_PROBABLE
68.96,4.14,52.21,0.5201,1,PREVENTIVO
71.42,2.05,56.33,0.4697,1,PREVENTIVO
59.45,3.06,67.58,0.4731,1,PREVENTIVO
72.73,5.8,74.47,0.6527,2,FALLA_PROBABLE
55.15,1.75,70.53,0.4135,1,PREVENTIVO
65.89,1.9,85.23,0.5091,2,FALLA_PROBABLE
69.88,4.01,72.18,0.5703,1,PREVENTIVO
52.68,1.44,82.78,0.4208,1,PREVENTIVO
60.78,1.77,69.38,0.4394,1,PREVENTIVO
69.99,3.61,61.64,0.5306,1,PREVENTIVO
64.92,4.81,66.96,0.5604,1,PREVENTIVO
45.08,5.04,72.9,0.4842,2,FALLA_PROBABLE
58.56,5.58,61.69,0.5422,2,FALLA_PROBABLE
68.9,5.83,46.58,0.5649,2,FALLA_PROBABLE
44.5,3.27,50.67,0.3638,1,PREVENTIVO
58.28,1.73,68.86,0.4242,1,PREVENTIVO
54.73,4.03,54.93,0.4521,1,PREVENTIVO
50.45,4.53,73.5,0.4946,1,PREVENTIVO
72.28,4.31,71.12,0.59,1,PREVENTIVO
57.26,1.23,75.7,0.4186,1,PREVENTIVO
41.68,3.45,64.79,0.3913,1,PREVENTIVO
63.34,5.31,78.67,0.5993,2,FALLA_PROBABLE
72.87,5.98,53.21,0.6068,2,FALLA_PROBABLE
53.46,3.23,79.42,0.4789,1,PREVENTIVO
56.81,4.7,77.94,0.5433,1,PREVENTIVO
71.91,4.29,82.83,0.6168,1,PREVENTIVO
43.81,2.65,72.18,0.3921,1,PREVENTIVO
65.89,4.84,63.92,0.5586,1,PREVENTIVO
74.39,2.79,72.68,0.5512,1,PREVENTIVO
59.94,4.09,74.05,0.528,1,PREVENTIVO
68.09,3.58,75.57,0.5548,1,PREVENTIVO
50.65,1.22,60.81,0.3481,1,PREVENTIVO
59.35,2.05,86.79,0.4853,2,FALLA_PROBABLE
51.83,2.54,65.79,0.4126,1,PREVENTIVO
41.95,5.6,49.4,0.4292,2,FALLA_PROBABLE
45.79,2.13,72.87,0.3858,1,PREVENTIVO
52.26,1.25,62.23,0.3605,1,PREVENTIVO
77.64,1.57,71.99,0.5231,2,FALLA_PROBABLE
54.95,5.67,67.95,0.5432,2,FALLA_PROBABLE
42.84,1.19,72.47,0.3369,1,PREVENTIVO
73.38,3.25,64.2,0.5412,1,PREVENTIVO
42.03,5.41,54.98,0.437,2,FALLA_PROBABLE
76.99,5.02,71.99,0.6407,2,FALLA_PROBABLE
53.57,3.56,56.33,0.4333,1,PREVENTIVO
77.1,3.87,57.62,0.5651,2,FALLA_PROBABLE
74.77,5.95,80.23,0.6826,2,FALLA_PROBABLE
56.08,5.28,86.01,0.5803,2,FALLA_PROBABLE
70.95,1.33,54.37,0.4373,1,PREVENTIVO
45.12,2.6,54.4,0.3525,1,PREVENTIVO
58.95,4.31,82.35,0.5514,1,PREVENTIVO
53.49,5.72,60.74,0.5197,2,FALLA_PROBABLE
66.84,1.8,84.13,0.5076,1,PREVENTIVO
65.44,4.31,55.04,0.5157,1,PREVENTIVO
59.34,5.81,78.28,0.5957,2,FALLA_PROBABLE
47.92,1.19,69.29,0.3544,1,PREVENTIVO
43.37,3.8,84.64,0.4613,1,PREVENTIVO
65.15,4.21,87.82,0.5928,2,FALLA_PROBABLE
48.62,1.88,48.89,0.3309,0,NORMAL
72.47,4.68,47.97,0.5461,1,PREVENTIVO
53.18,4.69,68.11,0.5005,1,PREVENTIVO
62.16,4.99,46.03,0.5004,1,PREVENTIVO
57.73,2.04,57.54,0.4038,1,PREVENTIVO
54.6,3.35,55.95,0.4303,1,PREVENTIVO
46.71,1.61,76.95,0.3824,1,PREVENTIVO
61.75,3.72,72.96,0.5215,1,PREVENTIVO
75.02,3.44,76.85,0.5875,2,FALLA_PROBABLE
75.09,4.05,63.26,0.5753,2,FALLA_PROBABLE
56.79,2.68,85.78,0.4923,2,FALLA_PROBABLE
74.11,1.38,73.57,0.5029,1,PREVENTIVO
55.37,3.76,72.76,0.4903,1,PREVENTIVO
75.83,5.46,49.25,0.5932,2,FALLA_PROBABLE
69.93,2.5,56.76,0.479,1,PREVENTIVO
58.22,4.5,47.52,0.4672,1,PREVENTIVO
62.45,5.09,53.75,0.5246,2,FALLA_PROBABLE
58.5,3.25,46.11,0.4215,1,PREVENTIVO
77.86,3.96,75.92,0.6176,2,FALLA_PROBABLE
44.76,3.03,73.57,0.4136,1,PREVENTIVO
77.88,5.86,78.14,0.6897,2,FALLA_PROBABLE
41.09,1.76,86.35,0.3829,2,FALLA_PROBABLE
64.11,5.85,77.21,0.6182,2,FALLA_PROBABLE
61.86,4.23,61.53,0.5111,1,PREVENTIVO
71.13,1.58,83.3,0.5193,1,PREVENTIVO
55.79,3.26,50.29,0.4189,1,PREVENTIVO
68.36,5.95,62.8,0.607,2,FALLA_PROBABLE
76.2,1.01,87.89,0.536,2,FALLA_PROBABLE
68.37,5.58,56.95,0.5794,2,FALLA_PROBABLE
70.83,5.61,50.78,0.5774,2,FALLA_PROBABLE
72.26,1.64,74.24,0.5043,1,PREVENTIVO
77.2,2.34,70.3,0.5437,2,FALLA_PROBABLE
41.51,5.5,53.98,0.4349,2,FALLA_PROBABLE
56.63,3.12,54.49,0.4285,1,PREVENTIVO
56.0,2.79,76.84,0.4697,1,PREVENTIVO
43.56,5.32,71.41,0.4826,2,FALLA_PROBABLE
52.44,4.18,56.87,0.4506,1,PREVENTIVO
55.34,2.37,46.16,0.3751,1,PREVENTIVO
46.24,2.23,81.91,0.4139,1,PREVENTIVO
42.38,2.52,62.0,0.3551,1,PREVENTIVO
53.7,5.41,51.02,0.4854,2,FALLA_PROBABLE
70.74,5.07,49.73,0.5554,2,FALLA_PROBABLE
54.58,3.45,50.51,0.4199,1,PREVENTIVO
48.29,3.84,78.64,0.4724,1,PREVENTIVO
53.55,5.52,61.4,0.5146,2,FALLA_PROBABLE
63.27,2.67,70.05,0.4851,1,PREVENTIVO
46.0,1.91,74.47,0.3832,1,PREVENTIVO
54.27,5.4,79.91,0.5603,2,FALLA_PROBABLE
51.35,1.22,54.3,0.3354,1,PREVENTIVO
72.62,4.96,80.02,0.6369,1,PREVENTIVO
52.29,5.86,76.95,0.559,2,FALLA_PROBABLE
52.71,1.32,76.05,0.3998,1,PREVENTIVO
47.91,5.68,86.65,0.5551,2,FALLA_PROBABLE
69.62,5.63,56.0,0.585,2,FALLA_PROBABLE
60.87,3.41,52.76,0.4555,1,PREVENTIVO
74.6,2.14,45.03,0.4606,1,PREVENTIVO
57.82,2.21,55.04,0.4039,1,PREVENTIVO
49.6,2.81,61.25,0.3994,1,PREVENTIVO
68.08,1.42,74.53,0.4764,1,PREVENTIVO
51.11,5.15,51.4,0.4642,2,FALLA_PROBABLE
43.53,2.3,78.61,0.3948,1,PREVENTIVO
57.4,3.59,70.35,0.4884,1,PREVENTIVO
52.04,1.32,82.62,0.4129,1,PREVENTIVO
40.31,1.07,58.86,0.2861,0,NORMAL
49.27,3.48,63.72,0.4274,1,PREVENTIVO
43.6,1.97,75.03,0.3746,1,PREVENTIVO
70.57,3.51,47.57,0.4946,1,PREVENTIVO
67.48,3.68,86.5,0.5824,2,FALLA_PROBABLE
43.26,2.03,48.63,0.3089,1,PREVENTIVO
43.5,1.32,54.84,0.301,0,NORMAL
58.29,3.06,72.15,0.479,1,PREVENTIVO
75.92,1.07,79.33,0.5155,2,FALLA_PROBABLE
42.95,3.28,46.95,0.3469,1,PREVENTIVO
65.51,4.15,58.76,0.5199,1,PREVENTIVO
51.45,2.65,64.53,0.4114,1,PREVENTIVO
42.01,4.21,73.02,0.44,1,PREVENTIVO
40.09,5.32,80.34,0.4875,2,FALLA_PROBABLE
64.95,2.22,79.77,0.5019,1,PREVENTIVO
42.74,5.71,52.71,0.4453,2,FALLA_PROBABLE
68.24,1.06,46.43,0.3944,1,PREVENTIVO
47.02,1.27,86.23,0.3952,2,FALLA_PROBABLE
56.41,2.68,72.82,0.4578,1,PREVENTIVO
75.81,5.55,45.81,0.5878,2,FALLA_PROBABLE
52.4,5.15,52.23,0.473,2,FALLA_PROBABLE
68.15,1.48,78.9,0.4898,1,PREVENTIVO
41.04,3.04,46.58,0.3282,1,PREVENTIVO
51.97,2.28,76.76,0.4316,1,PREVENTIVO
61.52,1.1,87.27,0.4641,2,FALLA_PROBABLE
55.27,5.46,53.85,0.5022,2,FALLA_PROBABLE
68.13,1.7,50.83,0.4273,1,PREVENTIVO
45.19,1.19,87.62,0.3866,2,FALLA_PROBABLE
48.82,5.89,50.61,0.4767,2,FALLA_PROBABLE
65.26,1.24,61.24,0.4227,1,PREVENTIVO
64.89,1.48,73.52,0.46,1,PREVENTIVO
63.33,1.23,48.25,0.3804,1,PREVENTIVO
68.81,2.28,58.19,0.4693,1,PREVENTIVO
48.5,1.51,54.8,0.3322,0,NORMAL
46.62,1.91,61.29,0.3531,1,PREVENTIVO
76.97,4.98,51.81,0.5888,2,FALLA_PROBABLE
67.85,2.27,80.79,0.5207,1,PREVENTIVO
55.65,2.42,50.43,0.3889,1,PREVENTIVO
51.56,3.5,57.83,0.425,1,PREVENTIVO
70.56,4.05,63.41,0.553,1,PREVENTIVO
40.19,2.32,67.02,0.3496,1,PREVENTIVO
56.32,2.34,77.05,0.4561,1,PREVENTIVO
67.73,3.92,60.33,0.5266,1,PREVENTIVO
56.62,3.27,73.81,0.482,1,PREVENTIVO
63.75,5.33,55.43,0.5441,2,FALLA_PROBABLE
65.15,3.75,71.88,0.5367,1,PREVENTIVO
46.74,3.36,54.98,0.3887,1,PREVENTIVO
55.38,4.87,59.39,0.4959,1,PREVENTIVO
46.75,2.92,86.27,0.4516,2,FALLA_PROBABLE
54.1,2.66,81.42,0.4672,1,PREVENTIVO
50.17,4.82,61.77,0.474,1,PREVENTIVO
45.99,4.94,82.51,0.5091,1,PREVENTIVO
59.41,4.1,62.91,0.4978,1,PREVENTIVO
51.41,2.33,78.66,0.4353,1,PREVENTIVO
54.04,2.25,81.51,0.4526,1,PREVENTIVO
66.52,1.8,82.76,0.5024,1,PREVENTIVO
69.54,5.74,84.72,0.6606,2,FALLA_PROBABLE
54.96,4.6,73.68,0.52,1,PREVENTIVO
52.85,3.81,75.05,0.4851,1,PREVENTIVO
66.59,3.04,77.76,0.5337,1,PREVENTIVO
73.47,3.88,83.19,0.6112,1,PREVENTIVO
68.42,1.77,53.71,0.4383,1,PREVENTIVO
74.61,4.77,61.7,0.5944,1,PREVENTIVO
75.1,1.75,49.44,0.4605,2,FALLA_PROBABLE
58.04,1.78,64.68,0.4143,1,PREVENTIVO
64.5,5.67,85.89,0.6357,2,FALLA_PROBABLE
68.31,3.74,54.66,0.5089,1,PREVENTIVO
50.32,5.7,57.32,0.4944,2,FALLA_PROBABLE
60.84,3.5,63.45,0.4854,1,PREVENTIVO
65.41,1.13,78.75,0.4635,1,PREVENTIVO
54.95,3.69,57.73,0.4483,1,PREVENTIVO
57.87,4.19,71.48,0.5149,1,PREVENTIVO
68.58,4.79,78.86,0.6078,1,PREVENTIVO
42.93,1.48,82.0,0.3715,1,PREVENTIVO
65.6,3.5,49.36,0.474,1,PREVENTIVO
74.08,3.58,53.46,0.5292,1,PREVENTIVO
57.55,1.15,45.99,0.3429,1,PREVENTIVO
70.64,3.37,61.32,0.5245,1,PREVENTIVO
57.92,1.83,80.69,0.4554,1,PREVENTIVO
40.15,1.48,68.06,0.3226,1,PREVENTIVO
56.1,3.41,68.82,0.4719,1,PREVENTIVO
67.04,3.78,51.02,0.495,1,PREVENTIVO
67.81,3.87,50.07,0.4997,1,PREVENTIVO
77.21,5.9,62.12,0.6477,2,FALLA_PROBABLE
47.47,4.84,78.67,0.5034,1,PREVENTIVO
56.8,1.92,72.63,0.4327,1,PREVENTIVO
71.86,4.74,87.63,0.6444,2,FALLA_PROBABLE
64.05,2.94,75.21,0.5113,1,PREVENTIVO
53.09,3.03,84.44,0.4825,1,PREVENTIVO
47.27,1.54,50.96,0.3178,0,NORMAL
75.37,5.3,70.31,0.6382,2,FALLA_PROBABLE
74.17,1.06,62.0,0.4629,1,PREVENTIVO
61.76,3.53,73.59,0.5163,1,PREVENTIVO
77.75,1.55,72.61,0.5245,2,FALLA_PROBABLE
66.7,2.92,57.56,0.4795,1,PREVENTIVO
57.49,4.1,64.41,0.492,1,PREVENTIVO
65.54,3.06,83.23,0.5428,1,PREVENTIVO
48.52,2.64,70.8,0.4121,1,PREVENTIVO
41.25,5.78,49.62,0.4326,2,FALLA_PROBABLE
53.3,4.87,46.18,0.4523,1,PREVENTIVO
55.25,4.59,69.41,0.5105,1,PREVENTIVO
50.34,3.93,77.74,0.4834,1,PREVENTIVO
43.09,2.13,56.7,0.3318,1,PREVENTIVO
50.33,3.38,73.63,0.4541,1,PREVENTIVO
71.66,4.28,53.82,0.5428,1,PREVENTIVO
66.05,3.67,49.32,0.4819,1,PREVENTIVO
41.73,3.82,79.28,0.4404,1,PREVENTIVO
50.08,4.64,86.07,0.528,2,FALLA_PROBABLE
72.87,3.47,54.31,0.5215,1,PREVENTIVO
42.81,2.26,68.41,0.364,1,PREVENTIVO
43.94,1.05,57.17,0.2994,0,NORMAL
64.87,3.95,73.28,0.5459,1,PREVENTIVO
69.32,1.24,58.4,0.4359,1,PREVENTIVO
74.16,1.81,84.21,0.5446,1,PREVENTIVO
45.72,3.81,82.91,0.4692,1,PREVENTIVO
72.42,5.63,62.38,0.6151,2,FALLA_PROBABLE
60.68,1.16,86.49,0.4604,2,FALLA_PROBABLE
73.29,4.01,55.6,0.5459,1,PREVENTIVO
45.49,5.77,78.1,0.5248,2,FALLA_PROBABLE
49.8,5.48,85.19,0.5536,2,FALLA_PROBABLE
51.49,2.31,51.71,0.3674,1,PREVENTIVO
42.28,2.6,48.21,0.3228,1,PREVENTIVO
42.33,3.39,87.33,0.4486,2,FALLA_PROBABLE
43.65,5.19,84.91,0.5121,2,FALLA_PROBABLE
43.79,5.6,61.43,0.4687,2,FALLA_PROBABLE
43.03,4.94,49.25,0.4111,1,PREVENTIVO
66.67,1.43,66.31,0.4492,1,PREVENTIVO
47.72,1.68,75.33,0.3856,1,PREVENTIVO
62.15,2.55,81.45,0.5035,1,PREVENTIVO
40.62,1.68,83.97,0.3717,1,PREVENTIVO
65.42,1.02,86.74,0.4797,2,FALLA_PROBABLE
59.79,5.02,48.8,0.4965,2,FALLA_PROBABLE
43.5,1.66,67.95,0.3455,1,PREVENTIVO
72.34,2.5,50.88,0.4762,1,PREVENTIVO
58.41,4.49,78.22,0.5446,1,PREVENTIVO
63.09,5.85,65.49,0.5839,2,FALLA_PROBABLE
59.38,3.45,57.67,0.462,1,PREVENTIVO
56.29,4.03,55.27,0.4605,1,PREVENTIVO
69.97,1.4,84.47,0.51,1,PREVENTIVO
58.97,4.07,49.78,0.4619,1,PREVENTIVO
77.46,1.61,69.84,0.5183,2,FALLA_PROBABLE
50.88,2.25,51.53,0.3619,1,PREVENTIVO
53.24,5.38,48.27,0.4753,2,FALLA_PROBABLE
49.02,5.6,54.37,0.477,2,FALLA_PROBABLE
41.95,3.98,63.63,0.4083,1,PREVENTIVO
65.15,2.94,62.48,0.485,1,PREVENTIVO
49.62,2.72,52.19,0.3739,1,PREVENTIVO
52.28,4.79,66.36,0.4949,1,PREVENTIVO
51.85,1.38,50.97,0.3348,1,PREVENTIVO
53.8,3.43,79.78,0.4886,1,PREVENTIVO
75.5,3.33,68.34,0.565,2,FALLA_PROBABLE
66.78,2.38,67.61,0.4862,1,PREVENTIVO
74.57,3.13,70.99,0.5599,1,PREVENTIVO
59.25,5.91,70.71,0.5799,2,FALLA_PROBABLE
77.28,1.15,49.56,0.4507,2,FALLA_PROBABLE
77.64,4.5,59.65,0.5949,2,FALLA_PROBABLE
57.15,5.7,84.43,0.5962,2,FALLA_PROBABLE
47.91,2.82,66.71,0.405,1,PREVENTIVO
73.69,5.26,52.92,0.5848,2,FALLA_PROBABLE
64.25,1.43,51.71,0.4006,1,PREVENTIVO
55.36,4.8,60.55,0.4962,1,PREVENTIVO
53.94,2.29,82.58,0.4565,1,PREVENTIVO
58.1,4.32,48.57,0.463,1,PREVENTIVO
72.64,4.27,56.8,0.5547,1,PREVENTIVO
71.88,1.03,80.19,0.4957,1,PREVENTIVO
59.35,5.78,63.1,0.5568,2,FALLA_PROBABLE
46.84,1.2,75.12,0.3641,1,PREVENTIVO
56.91,5.04,82.71,0.5677,2,FALLA_PROBABLE
40.13,4.19,79.95,0.4472,1,PREVENTIVO
55.55,4.0,73.91,0.5024,1,PREVENTIVO
77.55,5.02,49.31,0.5868,2,FALLA_PROBABLE
45.15,1.7,65.28,0.3486,1,PREVENTIVO
46.4,3.51,49.79,0.3792,1,PREVENTIVO
53.34,4.96,51.94,0.4703,1,PREVENTIVO
48.72,3.76,52.78,0.4072,1,PREVENTIVO
61.13,2.42,68.05,0.4605,1,PREVENTIVO
57.9,5.33,67.62,0.5452,2,FALLA_PROBABLE
53.6,4.03,70.61,0.4856,1,PREVENTIVO
41.21,2.36,46.68,0.3055,1,PREVENTIVO
68.55,2.34,71.03,0.5022,1,PREVENTIVO
44.4,2.87,78.62,0.4188,1,PREVENTIVO
66.77,5.68,59.92,0.5825,2,FALLA_PROBABLE
41.13,5.26,78.3,0.4857,2,FALLA_PROBABLE
47.38,5.84,85.58,0.5551,2,FALLA_PROBABLE
75.25,1.82,72.65,0.5217,2,FALLA_PROBABLE
62.5,5.62,45.33,0.5224,2,FALLA_PROBABLE
75.32,2.45,72.5,0.5435,2,FALLA_PROBABLE
75.57,2.8,66.04,0.5408,2,FALLA_PROBABLE
77.26,3.99,64.97,0.5885,2,FALLA_PROBABLE
49.13,1.64,68.24,0.3736,1,PREVENTIVO
72.36,1.12,57.9,0.4457,1,PREVENTIVO
63.64,5.55,75.63,0.6015,2,FALLA_PROBABLE
52.52,2.51,71.37,0.4287,1,PREVENTIVO
73.12,1.63,77.77,0.5171,1,PREVENTIVO
68.92,1.48,73.2,0.4793,1,PREVENTIVO
50.94,3.78,79.39,0.4854,1,PREVENTIVO
50.94,5.42,50.54,0.4707,2,FALLA_PROBABLE
41.38,1.43,66.93,0.3241,1,PREVENTIVO
61.11,4.05,45.97,0.4623,1,PREVENTIVO
48.44,2.72,87.2,0.4554,2,FALLA_PROBABLE
61.25,4.55,46.07,0.4808,1,PREVENTIVO
77.82,3.32,70.16,0.5808,2,FALLA_PROBABLE
44.39,1.73,54.54,0.3188,0,NORMAL
65.1,4.63,75.91,0.5772,1,PREVENTIVO
49.52,5.59,55.3,0.4815,2,FALLA_PROBABLE
67.38,3.98,45.59,0.4902,1,PREVENTIVO
70.94,3.76,86.19,0.6019,2,FALLA_PROBABLE
74.77,4.92,70.47,0.6223,1,PREVENTIVO
51.63,4.84,68.42,0.4986,1,PREVENTIVO
50.57,3.88,76.67,0.4803,1,PREVENTIVO
71.7,4.01,63.49,0.5577,1,PREVENTIVO
64.23,4.45,60.45,0.5279,1,PREVENTIVO
45.82,4.04,68.36,0.4414,1,PREVENTIVO
40.56,1.33,47.08,0.2672,0,NORMAL
52.6,3.3,55.04,0.416,1,PREVENTIVO
68.73,2.86,83.43,0.5522,1,PREVENTIVO
43.15,2.59,64.1,0.3667,1,PREVENTIVO
43.54,2.11,73.55,0.3755,1,PREVENTIVO
42.63,3.94,68.73,0.4228,1,PREVENTIVO
45.32,2.1,45.88,0.3148,1,PREVENTIVO
50.65,3.39,62.13,0.4274,1,PREVENTIVO
63.32,4.2,81.5,0.5674,1,PREVENTIVO
51.24,2.51,78.28,0.4396,1,PREVENTIVO
58.96,5.55,58.89,0.5362,2,FALLA_PROBABLE
73.3,1.05,57.13,0.4459,1,PREVENTIVO
47.0,4.72,83.74,0.5095,1,PREVENTIVO
46.62,2.51,45.2,0.3339,1,PREVENTIVO
41.21,1.4,75.51,0.3438,1,PREVENTIVO
51.7,4.6,59.71,0.4688,1,PREVENTIVO
75.81,2.99,49.64,0.5079,2,FALLA_PROBABLE
60.31,2.58,57.12,0.4345,1,PREVENTIVO
76.35,5.64,61.52,0.633,2,FALLA_PROBABLE
71.7,3.82,61.29,0.5452,1,PREVENTIVO
46.16,1.82,64.44,0.3557,1,PREVENTIVO
49.09,4.81,54.53,0.4503,1,PREVENTIVO
45.49,4.97,74.05,0.4867,1,PREVENTIVO
51.06,1.91,54.56,0.3584,1,PREVENTIVO
43.14,4.2,84.63,0.4743,1,PREVENTIVO
45.29,2.93,46.98,0.3466,1,PREVENTIVO
40.77,5.14,71.02,0.4613,2,FALLA_PROBABLE
54.91,5.52,74.68,0.5546,2,FALLA_PROBABLE
62.8,3.21,49.27,0.4496,1,PREVENTIVO
51.23,1.78,50.97,0.346,1,PREVENTIVO
44.98,2.51,62.51,0.369,1,PREVENTIVO
60.58,4.85,83.92,0.5823,1,PREVENTIVO
53.65,2.2,52.57,0.3768,1,PREVENTIVO
55.43,4.02,65.42,0.4814,1,PREVENTIVO
77.64,1.02,54.52,0.4604,2,FALLA_PROBABLE
44.8,2.77,46.42,0.3371,1,PREVENTIVO
48.19,5.2,70.21,0.4983,2,FALLA_PROBABLE
59.0,2.51,78.55,0.4793,1,PREVENTIVO
71.21,1.04,51.5,0.4211,1,PREVENTIVO
55.88,4.36,47.1,0.4497,1,PREVENTIVO
61.91,4.21,54.1,0.4923,1,PREVENTIVO
63.52,3.45,65.95,0.5031,1,PREVENTIVO
62.94,1.01,72.78,0.432,1,PREVENTIVO
46.98,3.91,59.69,0.421,1,PREVENTIVO
43.78,1.73,81.19,0.3825,1,PREVENTIVO
54.31,4.59,57.07,0.4749,1,PREVENTIVO
58.7,3.57,60.84,0.4706,1,PREVENTIVO
76.85,2.55,76.27,0.564,2,FALLA_PROBABLE
62.02,4.11,83.64,0.563,1,PREVENTIVO
48.62,2.43,78.52,0.4244,1,PREVENTIVO
67.62,5.89,50.88,0.5714,2,FALLA_PROBABLE
48.9,5.81,72.99,0.5304,2,FALLA_PROBABLE
57.81,5.58,67.98,0.5543,2,FALLA_PROBABLE
42.87,2.66,57.45,0.351,1,PREVENTIVO
67.89,5.19,64.09,0.5813,2,FALLA_PROBABLE
69.73,1.59,57.72,0.4486,1,PREVENTIVO
68.76,1.98,71.41,0.4916,1,PREVENTIVO
74.67,5.6,73.81,0.6539,2,FALLA_PROBABLE
77.01,3.14,63.09,0.5527,2,FALLA_PROBABLE
56.26,1.29,52.6,0.358,1,PREVENTIVO
57.9,5.48,62.98,0.5388,2,FALLA_PROBABLE
44.75,4.92,51.89,0.4256,1,PREVENTIVO
43.29,4.5,58.81,0.421,1,PREVENTIVO
60.8,3.03,48.19,0.4307,1,PREVENTIVO
67.41,1.3,50.68,0.4092,1,PREVENTIVO
42.63,1.57,65.57,0.332,1,PREVENTIVO
60.79,5.64,46.03,0.5163,2,FALLA_PROBABLE
63.91,3.39,63.39,0.4966,1,PREVENTIVO
52.74,1.68,53.53,0.3562,1,PREVENTIVO
58.48,3.7,70.19,0.4972,1,PREVENTIVO
42.72,1.69,80.21,0.3733,1,PREVENTIVO
